    LR05     LR05     LR05     HW04    HW04      HW04     Shack.  Shack.    Shack.   
    age      adjusted d18O     age     adjusted  d18O     age     adjusted  d18O
             age                       age                        age

   752.0    751.8    4.480    686.6    690.4   -1.460 
   754.0    753.7    4.550    687.6    691.3   -1.374 
   756.0    755.6    4.590    688.6    692.2   -1.287 
   758.0    757.5    4.260    689.6    693.1   -1.154 
   760.0    759.5    4.330    690.6    693.9   -0.982 
   762.0    761.4    4.110    691.6    694.8   -0.931 
   764.0    763.3    4.280    692.6    695.7   -0.898 
   766.0    765.2    4.110    693.6    696.5   -0.898 
   768.0    767.1    4.070    694.6    697.4   -0.858 
   770.0    769.0    3.990    695.6    698.3   -0.761 
   772.0    771.0    3.870    696.6    699.1   -0.723 
   774.0    772.9    3.760    697.6    700.0   -0.747 
   776.0    774.8    3.640    698.6    700.9   -0.709 
   778.0    776.7    3.560    699.6    701.7   -0.663 
   780.0    778.6    3.480    700.6    702.6   -0.605 
   782.0    780.6    3.540    701.6    703.4   -0.544 
   784.0    782.6    3.550    702.6    704.3   -0.495 
   786.0    784.5    3.680    703.6    705.2   -0.415 
   788.0    786.5    3.700    704.6    706.0   -0.354 
   790.0    788.5    4.160    705.6    706.9   -0.411 
   792.0    790.5    4.270    706.6    707.8   -0.467 
   794.0    792.5    4.740    707.6    708.6   -0.490 
   796.0    794.4    4.670    708.6    709.5   -0.461 
   798.0    796.4    4.680    709.6    710.4   -0.460 
   800.0    798.4    4.680    710.6    711.2   -0.505 
   802.0    800.5    4.730    711.6    712.1   -0.446 
   804.0    802.5    4.550    712.6    713.0   -0.316 
   806.0    804.5    4.530    713.6    713.8    0.052 
   808.0    806.6    4.490    714.6    714.7    0.514 
   810.0    808.6    4.310    715.6    715.5    0.879 
   812.0    810.6    4.380    716.6    716.4    0.944 
   814.0    812.6    4.120    717.6    717.2    0.960 
   816.0    814.7    4.080    718.6    718.1    0.988 
   818.0    816.7    3.900    719.6    718.9    1.055 
   820.0    818.7    3.960    720.6    719.8    1.084 
   822.0    820.8    3.900    721.6    720.6    1.081 
   824.0    822.8    3.920    722.6    721.5    1.014 
   826.0    824.8    4.110    723.6    722.3    0.983 
   828.0    826.9    3.950    724.6    723.2    0.870 
   830.0    828.9    4.040    725.6    724.0    0.771 
   832.0    830.9    4.070    726.6    724.9    0.700 
   834.0    832.9    3.950    727.6    725.7    0.797 
   836.0    835.0    3.820    728.6    726.6    0.693 
   838.0    837.0    3.990    729.6    727.4    0.564 
   840.0    839.0    4.020    730.6    728.3    0.431 
   842.0    841.1    3.810    731.6    729.1    0.225 
   844.0    843.1    3.670    732.6    730.0    0.286 
   846.0    845.1    3.580    733.6    730.8    0.287 
   848.0    847.1    3.630    734.6    731.7    0.298 
   850.0    849.2    3.500    735.6    732.5    0.119 
   852.0    851.2    3.650    736.6    733.4    0.080 
   854.0    853.2    3.630    737.6    734.2    0.010 
   856.0    855.3    3.460    738.6    735.1   -0.112 
   858.0    857.3    3.420    739.6    735.9   -0.269 
   860.0    859.3    3.450    740.6    736.8   -0.345 
   862.0    861.0    3.680    741.6    737.8   -0.169 
   864.0    862.6    3.580    742.6    738.9   -0.092 
   866.0    864.2    4.060    743.6    740.0    0.045 
   868.0    865.7    4.320    744.6    741.1    0.109 
   870.0    867.3    4.510    745.6    742.1    0.227 
   872.0    868.8    4.670    746.6    743.2    0.137 
   874.0    870.4    4.680    747.6    744.3    0.369 
   876.0    872.2    4.690    748.6    745.4    0.431 
   878.0    874.3    4.590    749.6    746.5    0.474 
   880.0    876.4    4.680    750.6    747.6    0.749 
   882.0    878.4    4.420    751.6    748.6    0.741 
   884.0    880.5    4.470    752.6    749.7    0.703 
   886.0    882.6    4.470    753.6    750.8    0.739 
   888.0    884.7    4.450    754.6    751.9    0.787 
   890.0    886.8    4.390    755.6    753.0    0.726 
   892.0    888.8    4.320    756.6    754.1    0.593 
   894.0    890.9    4.410    757.6    755.1    0.529 
   896.0    893.0    4.400    758.6    756.2    0.483 
   898.0    895.1    4.330    759.6    757.3    0.290 
   900.0    897.2    4.290    760.6    758.4    0.290 
   902.0    899.2    4.170    761.6    759.5   -0.036 
   904.0    901.3    4.140    762.6    760.5    0.041 
   906.0    903.4    4.120    763.6    761.6   -0.086 
   908.0    905.5    3.990    764.6    762.7   -0.143 
   910.0    907.2    3.990    765.6    763.8   -0.231 
   912.0    908.6    4.090    766.6    764.9   -0.355 
   914.0    910.1    4.030    767.6    766.0   -0.506 
   916.0    911.6    4.060    768.6    767.0   -0.548 
   918.0    913.1    4.370    769.6    768.1   -0.540 
   920.0    914.6    4.510    770.6    769.2   -0.626 
   922.0    916.1    4.550    771.6    770.3   -0.806 
   924.0    918.1    4.430    772.6    771.4   -0.871 
   926.0    920.2    4.380    773.6    772.4   -0.953 
   928.0    922.3    4.260    774.6    773.5   -0.875 
   930.0    924.4    4.100    775.6    774.6   -0.811 
   932.0    926.5    4.070    776.6    775.7   -0.981 
   934.0    928.5    3.980    777.6    776.8   -1.141 
   936.0    930.6    4.020    778.6    777.9   -1.227 
   938.0    932.7    3.860    779.6    779.6   -1.358 
   940.0    934.8    3.890  
   942.0    936.9    3.690  
   944.0    939.0    3.570  
   946.0    941.1    3.630  
   948.0    943.2    3.480  
   950.0    945.2    3.440  
   952.0    947.3    3.300  
   954.0    949.5    3.390  
   956.0    952.2    3.330  
   958.0    954.8    3.730  
   960.0    957.4    4.160  
   962.0    960.1    4.420  
   964.0    962.0    4.580  
   966.0    963.8    4.300  
   968.0    965.5    4.210  
   970.0    967.3    4.090  
   972.0    969.1    3.980  
   974.0    970.8    3.870  
   976.0    972.6    3.770  
   978.0    974.4    3.720  
   980.0    976.1    3.760  
   982.0    977.9    3.990  
   984.0    979.6    4.150  
   986.0    981.4    4.240  
   988.0    983.2    4.210  
   990.0    984.9    4.110  
   992.0    986.7    4.060  
   994.0    988.4    3.940  
   996.0    990.2    3.840  
   998.0    992.3    3.840  
  1000.0    994.4    3.940  
  1002.0    996.5    4.150  
  1004.0    998.6    4.280  
  1006.0   1000.7    4.220  
  1008.0   1002.9    4.220  
  1010.0   1005.2    4.120  
  1012.0   1007.5    4.130  
  1014.0   1009.8    3.990  
  1016.0   1012.1    3.730  
  1018.0   1014.4    3.780  
  1020.0   1016.7    3.830  
  1022.0   1019.0    3.570  
  1024.0   1021.2    3.640  
  1026.0   1023.0    3.870  
  1028.0   1024.8    3.840  
  1030.0   1026.7    3.950  
  1032.0   1028.5    4.080  
  1034.0   1030.3    4.360  
  1036.0   1032.1    4.330  
  1038.0   1034.0    4.540  
  1040.0   1035.8    4.330  
  1042.0   1037.6    4.230  
  1044.0   1039.7    4.380  
  1046.0   1041.9    4.220  
  1048.0   1044.2    4.290  
  1050.0   1046.4    4.180  
  1052.0   1048.6    4.270  
  1054.0   1050.8    4.250  
  1056.0   1053.0    4.120  
  1058.0   1055.3    4.230  
  1060.0   1057.5    4.080  
  1062.0   1059.7    3.940  
  1064.0   1061.9    3.660  
  1066.0   1064.1    3.480  
  1068.0   1066.4    3.330  
  1070.0   1068.6    3.340  
  1072.0   1070.5    3.210  
  1074.0   1071.8    3.420  
  1076.0   1073.2    3.480  
  1078.0   1074.6    3.540  
  1080.0   1075.9    3.610  
  1082.0   1077.3    3.810  
  1084.0   1078.6    3.700  
  1086.0   1080.0    3.890  
  1088.0   1081.3    3.910  
  1090.0   1082.7    3.950  
  1092.0   1084.1    4.010  
  1094.0   1085.4    4.000  
  1096.0   1086.8    4.030  
  1098.0   1088.1    4.290  
  1100.0   1089.6    4.080  
  1102.0   1091.9    4.030  
  1104.0   1094.6    3.930  
  1106.0   1097.3    3.830  
  1108.0   1100.0    3.670  
  1110.0   1102.4    3.850  
  1112.0   1104.4    3.840  
  1114.0   1106.3    4.120  
  1116.0   1108.3    4.140  
  1118.0   1110.3    4.200  
  1120.0   1112.2    4.090  
  1122.0   1114.2    4.470  
  1124.0   1116.1    4.340  
  1126.0   1118.1    4.500  
  1128.0   1119.9    4.380  
  1130.0   1121.5    4.320  
  1132.0   1123.1    4.050  
  1134.0   1124.8    4.220  
  1136.0   1126.4    4.240  
  1138.0   1128.0    4.020  
  1140.0   1129.6    4.020  
  1142.0   1131.2    3.970  
  1144.0   1132.9    3.990  
  1146.0   1134.5    3.860  
  1148.0   1136.1    4.020  
  1150.0   1137.7    3.820  
  1152.0   1139.4    3.750  
  1154.0   1141.0    3.760  
  1156.0   1142.6    3.790  
  1158.0   1144.2    3.680  
  1160.0   1145.8    3.600  
  1162.0   1147.5    3.600  
  1164.0   1149.1    3.660  
  1166.0   1150.7    3.530  
  1168.0   1152.3    3.560  
  1170.0   1153.9    3.600  
  1172.0   1155.6    3.730  
  1174.0   1157.2    3.760  
  1176.0   1159.0    3.740  
  1178.0   1160.9    3.800  
  1180.0   1162.7    3.600  
  1182.0   1164.6    3.840  
  1184.0   1166.4    3.650  
  1186.0   1168.3    3.770  
  1188.0   1170.1    3.670  
  1190.0   1172.0    4.050  
  1192.0   1173.8    4.140  
  1194.0   1175.7    4.270  
  1196.0   1177.5    4.280  
  1198.0   1179.4    4.430  
  1200.0   1181.3    4.420  
  1202.0   1183.6    4.200  
  1204.0   1186.1    4.340  
  1206.0   1188.6    4.160  
  1208.0   1191.0    4.320  
  1210.0   1193.5    4.200  
  1212.0   1196.0    4.080  
  1214.0   1198.5    4.100  
  1216.0   1200.9    3.820  
  1218.0   1203.4    3.730  
  1220.0   1205.9    3.970  
  1222.0   1208.4    3.940  
  1224.0   1210.9    3.740  
  1226.0   1213.3    3.630  
  1228.0   1215.8    3.550  
  1230.0   1218.3    3.420  
  1232.0   1220.8    3.410  
  1234.0   1223.2    3.340  
  1236.0   1225.7    3.380  
  1238.0   1228.2    3.350  
  1240.0   1230.2    3.330  
  1242.0   1232.2    3.470  
  1244.0   1234.2    3.850  
  1246.0   1236.2    4.100  
  1248.0   1238.3    4.360  
  1250.0   1240.3    4.310  
  1252.0   1242.7    4.250  
  1254.0   1245.1    4.270  
  1256.0   1247.4    4.110  
  1258.0   1249.8    3.900  
  1260.0   1252.2    3.870  
  1262.0   1254.5    4.070  
  1264.0   1256.9    3.960  
  1266.0   1259.2    3.910  
  1268.0   1261.6    3.910  
  1270.0   1264.0    3.840  
  1272.0   1266.3    3.810  
  1274.0   1268.7    3.840  
  1276.0   1271.1    3.710  
  1278.0   1273.4    3.670  
  1280.0   1275.1    3.560  
  1282.0   1276.3    3.650  
  1284.0   1277.6    3.840  
  1286.0   1278.9    3.970  
  1288.0   1280.1    4.260  
  1290.0   1281.4    4.350  
  1292.0   1282.6    4.140  
  1294.0   1284.0    3.940  
  1296.0   1286.4    4.200  
  1298.0   1288.8    4.150  
  1300.0   1291.3    4.070  
  1302.0   1293.7    4.060  
  1304.0   1296.2    3.970  
  1306.0   1298.6    3.900  
  1308.0   1301.1    3.800  
  1310.0   1303.5    3.650  
  1312.0   1306.0    3.690  
  1314.0   1307.9    3.710  
  1316.0   1309.5    3.590  
  1318.0   1311.1    3.730  
  1320.0   1312.7    3.950  
  1322.0   1314.3    3.940  
  1324.0   1315.8    3.990  
  1326.0   1317.4    4.000  
  1328.0   1319.0    4.090  
  1330.0   1320.6    4.060  
  1332.0   1322.2    4.020  
  1334.0   1323.8    4.190  
  1336.0   1325.5    4.190  
  1338.0   1328.3    4.100  
  1340.0   1331.1    4.190  
  1342.0   1333.9    4.070  
  1344.0   1336.7    3.880  
  1346.0   1339.5    3.860  
  1348.0   1342.3    3.670  
  1350.0   1345.1    3.590  
  1352.0   1347.9    3.490  
  1354.0   1350.3    3.410  
  1356.0   1352.0    3.500  
  1358.0   1353.8    3.550  
  1360.0   1355.5    3.630  
  1362.0   1357.3    3.800  
  1364.0   1359.0    3.980  
  1366.0   1360.8    3.990  
  1368.0   1362.5    4.200  
  1370.0   1364.3    4.040  
  1372.0   1366.0    4.260  
  1374.0   1367.9    4.210  
  1376.0   1370.3    4.080  
  1378.0   1372.8    4.200  
  1380.0   1375.2    4.050  
  1382.0   1377.7    3.960  
  1384.0   1380.1    3.820  
  1386.0   1382.6    3.720  
  1388.0   1385.1    3.610  
  1390.0   1387.5    3.730  
  1392.0   1390.0    3.590  
  1394.0   1392.4    3.700  
  1396.0   1394.9    3.540  
  1398.0   1397.2    3.490  
  1400.0   1399.4    3.560  
  1402.0   1401.6    3.630  
  1404.0   1403.8    3.740  
  1406.0   1406.0    3.970  
  1408.0   1408.3    3.970  
  1410.0   1410.4    4.200  
  1412.0   1412.3    4.400  
  1414.0   1414.2    4.220  
  1416.0   1416.1    3.960  
  1418.0   1418.0    3.840  
  1420.0   1419.9    3.960  
  1422.0   1421.8    3.830  
  1424.0   1423.7    3.720  
  1426.0   1425.6    3.720  
  1428.0   1427.4    3.610  
  1430.0   1429.3    3.520  
  1432.0   1431.2    3.380  
  1434.0   1433.1    3.380  
  1436.0   1434.9    3.240  
  1438.0   1436.7    3.240  
  1440.0   1438.4    3.280  
  1442.0   1440.1    3.340  
  1444.0   1441.8    3.330  
  1446.0   1443.5    3.360  
  1448.0   1445.3    3.350  
  1450.0   1447.0    3.490  
  1452.0   1448.7    3.800  
  1454.0   1450.4    4.200  
  1456.0   1452.1    4.310  
  1458.0   1453.9    4.240  
  1460.0   1455.6    4.100  
  1462.0   1457.3    4.070  
  1464.0   1459.1    4.220  
  1466.0   1460.8    3.990  
  1468.0   1462.6    3.870  
  1470.0   1464.3    3.620  
  1472.0   1466.0    3.450  
  1474.0   1467.8    3.380  
  1476.0   1469.5    3.310  
  1478.0   1471.3    3.420  
  1480.0   1473.0    3.390  
  1482.0   1474.7    3.440  
  1484.0   1476.5    3.570  
  1486.0   1478.2    3.420  
  1488.0   1480.1    3.420  
  1490.0   1482.1    3.510  
  1492.0   1484.0    3.770  
  1494.0   1485.9    4.050  
  1496.0   1487.9    4.360  
  1498.0   1489.8    4.240  
  1500.0   1491.8    4.210  
  1502.5   1494.3    4.290  
  1505.0   1496.8    4.160  
  1507.5   1499.4    4.150  
  1510.0   1502.0    4.020  
  1512.5   1504.5    3.740  
  1515.0   1507.1    3.690  
  1517.5   1509.7    3.790  
  1520.0   1512.2    3.640  
  1522.5   1514.6    3.670  
  1525.0   1516.9    3.700  
  1527.5   1519.3    3.890  
  1530.0   1521.6    3.960  
  1532.5   1524.0    4.200  
  1535.0   1526.3    4.410  
  1537.5   1528.7    4.350  
  1540.0   1531.0    4.380  
  1542.5   1533.3    4.300  
  1545.0   1535.6    4.070  
  1547.5   1537.9    3.970  
  1550.0   1540.3    3.820  
  1552.5   1542.6    3.680  
  1555.0   1544.9    3.720  
  1557.5   1547.2    3.790  
  1560.0   1549.5    3.760  
  1562.5   1551.9    3.580  
  1565.0   1554.6    3.560  
  1567.5   1557.6    3.730  
  1570.0   1560.5    3.850  
  1572.5   1563.5    4.170  
  1575.0   1566.5    4.240  
  1577.5   1569.6    4.180  
  1580.0   1572.9    3.990  
  1582.5   1576.2    3.990  
  1585.0   1579.4    3.800  
  1587.5   1582.7    3.660  
  1590.0   1586.0    3.720  
  1592.5   1589.2    3.860  
  1595.0   1592.5    3.710  
  1597.5   1595.8    3.610  
  1600.0   1599.1    3.530  
  1602.5   1602.1    3.370  
  1605.0   1604.5    3.550  
  1607.5   1606.9    3.660  
  1610.0   1609.3    3.660  
  1612.5   1611.7    3.880  
  1615.0   1614.1    3.840  
  1617.5   1616.5    3.900  
  1620.0   1618.7    3.650  
  1622.5   1620.9    3.680  
  1625.0   1623.1    3.760  
  1627.5   1625.3    4.010  
  1630.0   1627.5    3.550  
  1632.5   1629.8    3.570  
  1635.0   1632.0    3.560  
  1637.5   1634.2    3.600  
  1640.0   1636.5    3.680  
  1642.5   1638.9    3.880  
  1645.0   1641.2    4.050  
  1647.5   1643.6    4.170  
  1650.0   1646.0    4.180  
  1652.5   1648.3    4.250  
  1655.0   1651.1    4.280  
  1657.5   1654.0    4.110  
  1660.0   1656.9    4.130  
  1662.5   1659.7    4.080  
  1665.0   1662.6    4.130  
  1667.5   1665.5    3.910  
  1670.0   1668.4    3.880  
  1672.5   1671.3    3.860  
  1675.0   1674.2    3.550  
  1677.5   1676.8    3.720  
  1680.0   1678.9    3.650  
  1682.5   1681.0    3.570  
  1685.0   1683.0    3.590  
  1687.5   1685.1    3.740  
  1690.0   1687.1    3.720  
  1692.5   1689.1    3.750  
  1695.0   1691.2    3.820  
  1697.5   1693.2    3.770  
  1700.0   1695.3    4.090  
  1702.5   1697.3    4.150  
  1705.0   1699.4    4.120  
  1707.5   1702.0    4.170  
  1710.0   1704.5    3.930  
  1712.5   1707.1    3.860  
  1715.0   1709.6    3.830  
  1717.5   1712.2    3.570  
  1720.0   1714.8    3.520  
  1722.5   1717.3    3.720  
  1725.0   1719.9    3.790  
  1727.5   1722.5    3.800  
  1730.0   1725.0    3.740  
  1732.5   1727.6    3.860  
  1735.0   1730.1    3.600  
  1737.5   1733.3    3.600  
  1740.0   1737.5    3.710  
  1742.5   1741.7    3.690  
  1745.0   1745.8    4.130  
  1747.5   1750.0    4.210  
  1750.0   1753.4    4.160  
  1752.5   1756.1    3.850  
  1755.0   1758.9    3.740  
  1757.5   1761.7    3.830  
  1760.0   1764.5    3.530  
  1762.5   1767.3    3.630  
  1765.0   1770.0    3.490  
  1767.5   1771.3    3.520  
  1770.0   1772.6    3.480  
  1772.5   1773.8    3.380  
  1775.0   1775.1    3.530  
  1777.5   1776.3    3.570  
  1780.0   1777.6    3.650  
  1782.5   1778.8    3.800  
  1785.0   1780.1    3.770  
  1787.5   1781.3    3.850  
  1790.0   1782.6    3.990  
  1792.5   1783.9    4.060  
  1795.0   1785.1    4.090  
  1797.5   1786.4    3.890  
  1800.0   1787.6    3.950  
  1802.5   1788.9    3.800  
  1805.0   1790.1    3.680  
  1807.5   1791.4    3.660  
  1810.0   1792.6    3.520  
  1812.5   1793.9    3.680  
  1815.0   1795.2    3.610  
  1817.5   1797.6    3.980  
  1820.0   1802.4    3.820  
  1822.5   1807.2    3.730  
  1825.0   1812.0    3.720  
  1827.5   1816.8    3.650  
  1830.0   1818.2    3.420  
  1832.5   1819.5    3.630  
  1835.0   1820.7    3.680  
  1837.5   1822.0    3.570  
  1840.0   1823.3    3.570  
  1842.5   1825.1    3.570  
  1845.0   1829.7    3.610  
  1847.5   1834.3    3.800  
  1850.0   1839.0    3.620  
  1852.5   1843.6    3.610  
  1855.0   1848.2    3.560  
  1857.5   1853.0    3.640  
  1860.0   1857.8    3.890  
  1862.5   1862.5    4.190  
  1865.0   1865.0    4.160  
  1867.5   1867.2    3.970  
  1870.0   1869.5    3.950  
  1872.5   1871.7    3.830  
  1875.0   1874.0    3.840  
  1877.5   1876.2    3.730  
  1880.0   1878.5    3.770  
  1882.5   1880.7    3.690  
  1885.0   1883.0    3.750  
  1887.5   1885.2    3.590  
  1890.0   1887.5    3.680  
  1892.5   1889.7    3.610  
  1895.0   1893.2    3.740  
  1897.5   1897.3    3.690  
  1900.0   1901.5    4.020  
  1902.5   1905.5    3.930  
  1905.0   1908.3    4.010  
  1907.5   1911.0    3.830  
  1910.0   1913.7    3.810  
  1912.5   1916.5    3.810  
  1915.0   1919.2    3.700  
  1917.5   1921.9    3.640  
  1920.0   1924.6    3.700  
  1922.5   1927.4    3.650  
  1925.0   1930.1    3.500  
  1927.5   1932.8    3.480  
  1930.0   1935.6    3.510  
  1932.5   1937.6    3.450  
  1935.0   1939.2    3.520  
  1937.5   1940.8    3.580  
  1940.0   1942.4    3.510  
  1942.5   1944.0    4.020  
  1945.0   1945.6    4.030  
  1947.5   1947.2    4.170  
  1950.0   1948.8    4.100  
  1952.5   1950.6    4.020  
  1955.0   1953.2    3.890  
  1957.5   1955.9    3.770  
  1960.0   1958.5    3.860  
  1962.5   1961.2    3.900  
  1965.0   1963.8    3.740  
  1967.5   1966.5    3.610  
  1970.0   1969.1    3.750  
  1972.5   1971.8    3.500  
  1975.0   1974.4    3.550  
  1977.5   1977.0    3.450  
  1980.0   1979.7    3.330  
  1982.5   1982.3    3.380  
  1985.0   1985.0    3.360  
  1987.5   1987.5    3.520  
  1990.0   1990.0    3.650  
  1992.5   1992.5    3.680  
  1995.0   1995.0    3.580  
  1997.5   1997.5    3.690  
