ml_cape,ml_cin,ml_lcl,ml_lfc,mu_cape,mu_cin,mu_lcl,mu_lfc,sb_cape,sb_cin,best_cape,best_cin,cape0_3km,dn_cape,shr6,shr3,shr1,srh3,srh1,STP T03,STP T03 >0,lr0_3km,tmp_sfc,dwp_sfc,rh_sfc,pw,,magnitude
1534.38,-32.55,742.5,1701.25,1773.12,-29.53,1390.38,1701.25,1773.12,-29.54,1535,-4.16,29.05,665.2,48.3386,36.8739,29.8447,468.83,353.58,5.496312687,5.496312687,5.97,23.32,19.42,78.63,1.52,,1
1950.12,-42.49,917.62,1644.5,2249.38,-21.56,1031.25,1486.5,1474.25,-102.62,2249.38,-21.6,119.33,558.36,39.7787,32.4364,27.6295,317.97,262.78,3.677331137,3.677331137,6.13,23.76,19.33,76.9,1.75,,1
194.25,-52.49,1856.75,2473.25,513.25,-99,2060.5,2307,513.25,-99,338.25,-6.47,14.75,515.61,44.7895,25.2961,13.6672,158.05,90.67,0.018834072,0.018834072,8.03,20.33,9.94,51.12,0.95,,0
2354.88,-45.74,1389.62,1722.5,2625.38,-75.4,1399.5,1776,2451.25,-123,2218.75,-53.04,122.73,768.67,37.1947,34.9686,30.4965,363.22,304.53,2.713494642,2.713494642,6.86,26.19,19.83,67.28,1.64,,1
815.62,-76.67,730.62,1970.25,1510.12,-2.72,1516.12,1620.25,720,-102.56,1510.12,-2.72,48.57,419.8,49.677,39.035,30.5673,417.81,352.06,3.017868508,3.017868508,5.59,22.22,18.91,81.53,1.81,,1
1587.12,-41.91,823.12,1958.75,1919.38,-5.88,1378.21,1744.08,897.38,-141.45,1919.38,-5.87,63.9,433.69,48.1858,41.1597,41.8004,465.22,434.45,6.517027773,6.517027773,5.69,21.39,18.66,85.3,1.79,,1
3501.25,-0.11,899.25,948.25,3678,-0.11,874.69,923.49,3255.5,-0.01,3556.38,-0.22,192.29,1189.37,39.6261,21.4555,10.3219,70.94,20.28,0.51619031,0.51619031,7.37,28.85,20.9,62.96,1.44,,0
3497.75,-3.82,784,930.5,3657.12,-0.85,797.43,881.87,2894,-32.28,3657.12,-0.84,219.26,954.73,42.989,29.7512,16.466,141.43,82.16,2.503737898,2.503737898,6.59,26.9,21.14,70.75,1.68,,0
1115,-1.74,609.75,926.75,1193,-5.32,746.06,926.67,1113.62,-3.6,1084.62,-0.64,173.07,223.38,28.5175,25.5208,15.4075,159.21,106.17,0.782221571,0.782221571,6.95,20.5,16.28,75.21,1.4,,0
793.25,0,699.75,699.75,1133.38,0.01,585.76,632.72,1133.38,0.01,974.38,-0.12,118.43,199.01,28.6668,25.5265,19.7964,198.54,142.96,0.704497488,0.704497488,6.91,20.67,16.16,74.64,1.38,,0
2551,-11.87,959.38,1212,2644.88,-2.99,1033.14,1162.22,2105.38,-46.99,2644.88,-2.97,105.14,1001.7,44.7111,27.3282,15.4533,185.67,108.57,2.147714599,2.147714599,6.41,27.27,20.57,66.97,1.59,,0
1253.75,-46.06,701.25,1692.5,1307.88,-14.82,1118.86,1692.66,946.75,-90.32,1307.88,-14.83,42.29,510.39,38.2455,27.5971,24.769,212.15,177.76,1.845013893,1.845013893,5.03,23.06,21.03,89.42,1.92,,0
183.88,-0.12,680,726.25,1220.12,0,625.12,806.45,1220.12,0,124.75,-5.91,38.05,119.41,25.7141,25.9765,8.98693,128.9,51.31,0.053374094,0.053374094,6.03,19.27,17.92,89.76,1.41,,0
946.25,-2.7,621.12,1122.25,1153.62,-0.19,574.5,1571.86,1064.12,-0.45,843.62,-7.86,77.25,381.75,32.8897,23.6323,17.0062,153.89,121.12,0.866277209,0.866277209,6.55,21.32,17.73,79.64,1.57,,1
1715.38,-12.79,1552.12,1956.25,2176.75,-1.22,1538.38,1956.36,2176.75,-1.2,1694.38,-17.25,53,795.56,73.4191,30.4006,11.3139,256.75,91.06,0.856066424,0.856066424,8.38,22.55,11.29,46.89,0.92,,0
1387.12,-4.82,806,1033.5,1705,-1.81,792.33,888.51,1362.62,-20.91,1554.5,-1.23,176,392.46,43.5141,28.5489,25.0939,255.82,192.82,2.316056736,2.316056736,6.85,23.21,18.27,74.16,1.36,,1
791,-10.16,743.38,1263.12,994.38,-18.75,927.2,1312.76,497,-53.5,739.62,-3.17,54.96,382.65,31.3087,26.4435,21.0238,245.14,193.02,1.001143996,1.001143996,6.05,20.79,17.02,78.88,1.55,,1
4408.88,-6.12,1187.5,1347.5,5510.5,0.02,1142.97,1509.21,5510.5,0.01,4325.75,-16.86,127,1243.16,61.1865,31.5551,28.022,130.74,124.84,4.560471742,4.560471742,7.95,29.29,21.21,62.18,1.48,,0
4661.62,-38.22,874.88,1291.25,4899.88,-7.54,1104.51,1291.26,4669.88,-62.89,4899.88,-7.53,162.53,986.04,63.8509,38.1937,34.1149,133.68,104.6,5.838256485,5.838256485,6.81,24.97,20.92,78.87,1.63,,4
2804.5,-136.13,1870.38,2819,3956,-57.07,1495.64,2501.51,3956,-57.07,3589.75,-114.56,4.23,1423.23,36.0909,33.6621,13.5868,174.05,105.38,0.230426338,0.230426338,7.98,31.5,18.09,45.24,1.36,,0
4342.5,-51.19,768.12,1591.25,4712.75,-45.65,901.23,1427.48,3007,-189.22,4674.38,-26.09,128.46,1266.34,67.5115,44.7751,33.5813,266.86,236.22,14.21842213,14.21842213,5.58,22.11,19.79,87.65,1.44,,0
3611.38,-34.67,870.25,1411.75,3990.5,-25.77,898.54,1305.48,2703,-135.85,3944.62,-19.52,85.7,671.92,68.9638,45.0886,43.2459,374.53,363.99,17.06926906,17.06926906,5.01,21.92,20.08,90.5,1.82,,2
1843,-137.87,2007.12,3001,2888.12,-81.56,1920.41,3001.11,2888.12,-81.56,1906,-146.97,0,1440.42,26.2658,28.4933,16.7843,209.53,154.71,-0.008887162,0,7.64,30.16,16.91,47.41,1.09,,0
3530.62,-23.3,1416.5,1614.5,4689.88,-79.23,1535.66,1614.61,4689.88,-79.23,3503.38,-2.5,75.32,950.48,49.3502,28.5288,14.2877,167.78,100.96,1.710719658,1.710719658,6.54,26.09,21.08,74.72,1.64,,1
2946.75,-32.94,641.62,1652.5,3635.38,-5.13,773.91,1120.73,1593.5,-238.48,3635.38,-5.12,27.03,665.73,71.8801,46.0293,40.7692,332.09,325.9,15.62810619,15.62810619,4.4,19.66,18.7,95.17,1.8,,0
3196.5,-47.22,2177.38,2640,3584.38,-12.2,2139.91,2455.48,2712.38,-193.06,3584.38,-12.2,7.32,1676.3,43.4258,26.0898,23.5519,198.81,201.02,-0.824926406,0,7.62,29.73,14.27,39.24,1.05,,0
3156.88,-35.76,857.12,1506.5,3764,-1.7,1148.46,1294.59,1548.75,-211.6,3764,-1.72,91.8,551.61,56.4805,38.1029,48.6882,375.75,378.32,12.84888049,12.84888049,5.41,21.57,18.55,84.85,1.91,,2
3451.12,-50.38,1944.75,2410,3795.38,-13.61,1979.59,2231.84,3234.88,-166.45,3795.38,-13.59,22.79,1136.55,44.8947,24.3878,33.7462,234.22,288.19,0.411163991,0.411163991,7.26,29.62,17.11,47.19,1.33,,2
3765.88,-60.76,1713.62,2341.5,4112.75,-20.11,1757.71,2104.34,3154.75,-255.79,4112.75,-20.09,21.02,1111.67,45.5112,29.1473,40.7097,385.41,422.57,3.456804826,3.456804826,6.31,26.94,17.72,56.53,1.15,,2
3148.5,-40.6,1888.12,2379.75,3391.12,-44.74,1864.37,2379.87,3371.5,-43.27,3163.25,-44.5,20.04,1586.84,35.1847,35.2155,21.8227,228.58,151.02,0.311955914,0.311955914,7.95,31.71,17.66,45.92,1.33,,2
2068.38,-121.16,1345.38,2849.75,2665.5,-63.1,1236.2,2657.99,958.12,-347.49,2665.5,-63.1,1.81,1052.59,43.6751,40.8576,23.5141,293.5,183.01,1.803753049,1.803753049,6.55,23.54,12.9,51.54,1.44,,0
3627.25,-5.48,772.75,1777.5,4164.38,-13.14,718.2,855.24,4164.38,-13.14,3963.62,-1.26,100.12,835.47,32.8729,24.8269,12.2215,167.55,110.77,2.701590087,2.701590087,6.87,22.03,18.67,77.24,1.41,,1
2683.12,-20.38,899.5,1918,3095.75,-3.61,817.45,1031.36,2286.75,-103.58,3034.62,-3.54,68.71,785.59,38.3162,32.0112,20.6646,232.36,175.08,3.301397837,3.301397837,6.06,19.2,16.46,85.55,1.34,,0
2765.25,-18.2,827.88,1147.5,3050.75,-2.75,903.32,1090.99,2007.88,-130.11,3050.75,-2.76,61.12,822.34,41.4942,30.9685,22.5728,255,201.51,4.516887001,4.516887001,6.15,20.18,15.88,80.11,1.38,,2
1809.38,-159.57,1534.38,2854.5,2658.25,-83.13,1330.57,2531.99,709.5,-385.14,2658.25,-83.13,1.7,1224.03,44.7719,42.6029,25.5646,378.38,252.13,1.585039942,1.585039942,6.83,24.1,10.8,42.14,1.15,,0
2590.75,-47.55,670.25,2385.5,3682.62,-0.05,524.96,576.87,1285.25,-265.69,3549.88,-0.02,26.68,793.77,40.4081,40.6959,30.0223,437.54,325.41,7.549941396,7.549941396,4.85,18.11,17.45,97.64,1.62,,1
2349,-11.51,795.12,1973.75,2745.12,-0.02,827.21,882.12,2269.25,-27.38,2745.12,0,40.64,864.21,39.4752,33.6967,23.8287,292.37,201.75,3.756759941,3.756759941,6.53,21.51,16.22,71.74,1.4,,2
2361.75,-13.78,965.25,2196.25,2457.12,-6.3,1004.71,2072.12,2365.62,-27.69,2457.12,-6.28,34.42,957.34,39.041,34.2867,25.681,333.04,241.58,3.841492758,3.841492758,6.58,22.96,16.39,65.96,1.34,,1
2359.38,-6.31,753.75,1792.25,2777.88,0.01,754.09,808.87,1907.88,-68.06,2777.88,0,54.03,760.4,41.6859,36.4152,26.9923,291.56,217.45,4.442223538,4.442223538,6.06,19.48,15.88,79.55,1.46,,1
1505.38,-14.67,1314.62,1753.75,2631.5,0,1227.99,1632.65,2631.5,0,1621.5,-12.85,101.92,785.08,59.8711,37.0997,10.9822,150.32,57.28,0.589720962,0.589720962,8.63,22.12,12.68,53.34,0.79,,0
1505.38,-14.67,1314.62,1753.75,2631.5,0,1227.99,1632.65,2631.5,0,1621.5,-12.85,101.92,785.08,59.8711,37.0997,10.9822,150.32,57.28,0.589720962,0.589720962,8.63,22.12,12.68,53.34,0.79,,0
2556.44,-13.41,1008.25,1266.25,2804,-26.15,1011.66,1266.27,2572.5,-49.81,2562,-12.91,181.68,799.19,57.714,33.2685,13.4391,150.16,105.87,2.581907334,2.581907334,7.2,20.51,15.36,71.93,1.05,,0
2142.88,-7.89,691.75,1137.25,2669.62,0,768.06,1031.7,2669.62,0.01,2294.38,-2.3,74.52,881.38,84.9146,57.8157,31.6959,392.82,218.47,8.667852679,8.667852679,6.18,21.69,18.1,78.46,1.25,,2
0,-9999,765.75,-9999,424.75,-7.15,2406.31,2882.45,0,-9999,424.75,-7.15,0,89.75,63.8613,55.1508,24.808,538.48,321.9,0,0,3.86,16.09,12.54,78.56,1.62,,1
0.69,-541.58,802.25,5918.25,1252.75,-16.53,1118.68,1999.95,0,-9999,1252.75,-16.52,0,390.75,61.4319,54.3329,29.3337,452.35,270.95,0.002292699,0.002292699,4.83,19.83,14.88,73.8,1.66,,0
2025.25,-18.95,1236.62,1462,2358.62,-34.98,1280.07,1394.15,1928,-73.18,2203.88,-3.4,117.13,757.17,56.5202,40.2692,29.0589,256.37,217.86,3.172848659,3.172848659,7.52,21.37,13.99,62.31,1.12,,0
1906.75,-79.98,524.25,2390.5,2777.25,-8.03,1139.07,1938.65,1256.25,-160.5,2777.25,-8.02,22.01,615.92,57.4277,50.968,39.6452,420.37,382.42,10.29952786,10.29952786,4.98,20.72,19.75,94.63,1.9,,0
1051,-241.42,691.38,3321.5,1736.38,-94.25,1580.19,2836.15,1620,-165.31,1736.38,-94.24,0,916.07,43.8522,44.3857,26.3908,340.9,266.32,2.677072836,2.677072836,5.2,23.66,20.09,82.08,1.64,,0
1660.62,-42.73,617,1736.25,2350.75,-0.17,1152.57,1259.9,528.5,-315.76,2350.75,-0.18,16.97,933.38,81.4643,51.4821,16.4455,415.87,190.44,5.938362387,5.938362387,4.48,16.54,15.32,93.98,1.31,,2
1107.75,-110.42,647,3000,1861.12,-26.11,674.57,1629.15,0,-9999,1622.25,-36.77,0,763.98,85.4297,53.9697,20.0324,366.27,160.57,3.426585664,3.426585664,3.69,13.67,12.82,95.54,1.32,,2
1129.25,-94.22,600.62,1986,2049.75,-16.74,784.05,1479.2,0,-9999,2049.88,-16.74,35.62,576.48,82.8664,39.2374,11.27,256.91,119.63,2.610917122,2.610917122,4.35,14.53,13.5,94.75,1.49,,0
1208.75,-61.51,739.38,1716,1860.25,-18.76,901.16,1440.52,14.75,-478.03,1860.38,-18.76,50.41,536.55,69.2958,50.4852,53.2566,805.69,800.08,14.08023026,14.08023026,4.36,15.46,15.19,97.53,1.52,,1
805.75,-44.47,1127.25,1645.5,1232.88,-60.12,1176.29,1591.58,592.88,-132.22,924.88,-29.77,75.59,556.17,65.1282,45.0406,48.5913,632.87,632,4.824197452,4.824197452,6.27,21.53,16.72,74.28,1.34,,0
115,-284.07,2763.75,4111.75,2402.5,-178.6,2569.17,4697.83,2394.75,-213.91,22.12,-466.02,0,1238.49,39.7113,30.2172,23.5663,263.25,253.47,-0.147346045,0,6.68,23.51,17.12,65.32,0.54,,0
1442.62,-33.1,906.88,1332.5,1873.75,-4.65,1013.17,1122.83,934.62,-152.41,1873.75,-4.64,55.71,447.33,30.9297,30.2462,24.7463,302.21,222.03,1.804911472,1.804911472,5.6,20.28,17.74,87,1.72,,0
351.75,-128.75,890,2910.5,760.62,-1.03,1445.42,1642.88,0,-9999,760.62,-1.03,0.06,613.96,72.382,57.6829,46.7895,523.71,463.24,2.181938304,2.181938304,4.08,15.88,15.52,97.75,1.44,,1
897.44,-57.9,616,3108.75,2041.38,0,1823.64,2587.92,2041.38,0,1422.75,-1.37,0.07,495.27,16.0119,14.1588,16.126,75.46,55.64,0.184425196,0.184425196,5.42,25.9,23.05,84.54,2.22,,0
1919.44,-14.35,930.12,1342.5,2092.62,-23.85,1076.21,1342.53,1268,-75.76,1986.25,-3.41,94.83,613.58,7.75144,12.3092,18.0539,65.5,76.33,0.202505122,0.202505122,6.48,25.39,18.87,69.58,1.85,,0
1479.62,-4.1,1855,1855,1575.38,0,1881.25,1881.19,1575.38,0,1524.12,-2.41,110.16,809.33,44.2138,17.2525,4.96348,34.12,5.13,0.008110398,0.008110398,9.53,27.24,10.68,37.41,0.97,,0
2005.75,-4.82,1447.75,1447.75,2380.88,-0.28,1297.63,1297.69,2183.62,0,2372.25,-0.27,134.34,589.2,44.1801,19.2867,7.29661,44.9,25.05,0.204312858,0.204312858,8.75,26.29,13.19,46.31,1.13,,0
1166.62,-2.99,1284.75,1339.75,1773.5,0,1299.5,1299.44,1773.5,0,1188.75,-2.53,73.66,640.27,58.0524,27.9201,12.9918,209.26,112.57,0.908822099,0.908822099,8.28,23.31,11.94,50.34,0.8,,0
1457.12,-3.36,1152.88,1262,2144.12,0,1162.99,1272.22,2144.12,0,1474.12,-2.81,96.42,531.15,46.884,24.7224,9.28268,193.65,72.47,0.698991545,0.698991545,8.13,23.25,13.11,55.08,0.95,,0
1676.5,-5.05,1014.62,1165.25,1731.12,-16.65,1067.6,1165.22,1588.75,-1.31,1672.75,-1.39,110.58,681.83,41.0524,27.2788,19.5911,235,143.78,1.625148614,1.625148614,7.41,21.98,13.24,60.51,1.14,,0
1798.62,-4.08,1054.25,1190.5,1941.38,-13.46,1071.47,1190.47,1711.25,-1.71,1797.25,-2.67,125.55,781.11,39.7618,27.1646,15.4545,236.72,112.43,1.267397263,1.267397263,7.54,21.75,12.84,58.94,0.97,,0
1680.38,-16.27,1037.12,1381.75,2001.75,-30.84,1051.93,1270.12,1182.5,-71.42,1816.12,-7.95,176.56,583.64,39.8003,20.0015,18.4246,157.12,123.15,1.321749581,1.321749581,7.24,21.34,14.27,63.84,1.23,,0
1150.88,-12.34,717.25,1468.75,1300.5,-1.7,972.62,1254.03,863.75,-51.76,1300.5,-1.7,51.34,506.41,36.9187,33.0807,19.7191,433.19,192.97,1.752899482,1.752899482,6.18,19.07,15.2,78.07,1.3,,0
1178.38,-97.25,1322.75,2331.25,1415,-67.98,1327.62,2270.28,1196.62,-156.48,1415,-67.95,30.88,714.26,50.3333,23.5494,20.5763,221.21,167.39,1.120644955,1.120644955,7.01,21.57,14.14,63.02,1.05,,0
1527.5,-11.5,1007.5,1396.75,1865.12,-16.67,906.75,1396.78,1865.12,-16.67,1510.75,-18.54,80.97,619.48,38.9678,29.537,15.8788,323.92,136.6,1.344983854,1.344983854,6.89,22.15,16.75,71.07,1.31,,1
1873.38,-62.25,1110.88,2272,2364.38,-31.63,1094.62,2272.03,2364.38,-31.63,1872.75,-63.73,41.93,871.29,44.8148,25.103,10.4812,148.64,67.97,0.84561707,0.84561707,7.25,22.03,14.99,64.35,0.8,,0
1008.75,-226.3,1396,3238.5,1752.5,-150.96,1313.26,3105.44,1752.5,-150.96,1027.62,-231.92,0,677.22,33.1419,19.7618,10.7614,100.68,21.08,0.070944257,0.070944257,6.47,20.9,14.45,66.14,0.7,,1
1220.06,-59.02,1203,2135,1447.88,-73.46,1246.64,2191.94,1330.62,-116.78,1081.19,-68.92,32.5,683.69,38.6449,28.7411,13.8296,249.97,107.89,0.675712014,0.675712014,6.26,21.39,16.17,72,1.21,,0
885.88,-77.66,1348.12,2219.25,1239.38,-17.33,1582.46,1937.76,646.5,-214.36,1239.31,-17.33,23.59,601.51,36.1302,23.3983,14.3914,191.76,105.69,0.367532346,0.367532346,5.98,20.45,15.84,74.69,1.43,,0
1805.75,-5.53,1261.5,1426.5,1997.5,0,1211.62,1426.56,1997.5,-0.01,1857.75,-5.8,143.35,881.46,41.3789,27.994,10.5145,157.95,56.58,0.520353832,0.520353832,9.02,21.89,9.98,47.08,0.7,,0
1422.5,-32.9,1614.12,2030,1915.62,-25.79,1401.46,1786.82,1202,-42.91,1885.25,-24.81,62.53,765,42.1287,19.0134,1.75368,64.13,11.92,0.045941758,0.045941758,8.43,22.51,9.13,42.85,0.9,,0
1299.56,-20.33,1680.5,1876.5,1573.12,-11.35,1608.83,1773.03,1542.38,-24.63,1573.12,-11.33,70.8,874,12.4916,15.2343,5.91709,28.88,16.5,0.014263232,0.014263232,8.03,31.39,19.2,49.58,1.55,,0
1288.19,-33.57,1466.62,2116.75,1577.62,-22.83,1397,1902.09,1326.75,-63.92,1577.62,-22.82,52.92,696.76,6.51696,12.3777,5.78516,8.51,4.85,0.00361953,0.00361953,7.56,27.98,17.79,53.68,1.6,,0
1840.94,-134.59,1219.75,2405.5,3415.62,-19.25,1242.75,1488.5,1303.5,-279.97,3415.62,-19.27,25.23,769.63,76.4367,52.4146,31.1154,425.87,411.89,7.537118411,7.537118411,5.67,19.45,16.2,81.93,1.01,,0
2609.81,-11.13,1328.12,1617.5,3041.5,-7.27,1359.95,1617.54,3041.5,-7.26,2550,-10.8,139.7,956.88,29.9937,18.9791,8.67846,140.16,49.28,0.431966529,0.431966529,8.08,23.65,14.14,55.49,1.03,,2
2526,-21.71,1351.88,1792.5,2615.5,-22.74,1317.64,1732.24,2337.75,-50.31,2600.69,-21.92,113.05,961.5,32.6664,19.343,14.0863,160.4,61.84,0.551198816,0.551198816,7.88,22.77,12.79,54.96,1.08,,0
2073.62,-83.62,1975.25,2495.25,2634.12,-217.53,1994.93,2495.39,2634.12,-217.52,2087,-77.27,22.49,1177.4,40.7876,30.2883,23.1006,351.15,202.31,0.070582759,0.070582759,7.17,23.59,15.25,60.87,1,,2
2141.25,-86.09,1816.5,2594.5,2875.75,-95.53,1851.24,2594.52,2875.75,-95.55,2042.75,-90.44,20.09,1086.88,34.2325,28.0403,15.636,330.08,146.64,0.32873297,0.32873297,7.81,26.69,15.62,50.05,0.99,,0
1372.75,-86.35,1287,2386.5,1758.38,-66.64,1174.1,2160.73,1023.5,-179.69,1735.12,-64.89,31.95,749.23,38.4071,25.3092,26.5444,119.59,131.45,0.823572504,0.823572504,6.98,23.31,15.4,62.16,1.28,,0
1107.25,-82.05,1906.75,2440.5,2010.25,-73.06,1742.62,2383.5,1832,-72.49,1308.25,-93.76,22.21,988.62,33.4618,12.7806,11.37,80.62,39.01,0.02246304,0.02246304,8.24,27.83,15.22,45.58,1.16,,0
3191.25,-29.61,1378.5,1742.75,3529.88,-53.01,1572.62,1742.75,3529.88,-53,3129,-8.41,86.74,804.66,51.88,27.8547,15.6011,194.15,117.43,2.013862146,2.013862146,7.4,28.15,19.6,59.42,1.4,,2
2875,-48.51,1353.12,1918.5,3638.38,-16.76,1293.75,1648.98,2133.62,-196.26,3638.38,-16.77,34.81,1058.09,55.5108,37.4013,21.1477,295.31,146.52,2.521068923,2.521068923,6.33,26.19,18.72,63.49,1.55,,1
74.12,-17.65,849.38,2544.75,174.75,-4.57,1862.62,2118.48,174.75,-4.57,142.12,-0.38,1.97,276.22,31.6411,21.5413,4.33554,110.97,29.65,0.013334979,0.013334979,6.4,14.7,9.85,71.48,0.92,,0
598.88,-7.9,1154.25,1805.75,1764.62,-0.01,1145.52,1805.84,1764.62,-0.01,587.88,-9.49,67.65,480.33,46.7316,30.2532,17.8633,187.21,143.63,0.566612795,0.566612795,7.67,26.13,18.52,62.57,1.36,,0
1939.62,-55.31,2161.25,2758.25,2616.25,-18.34,2125.22,2758.36,2616.25,-18.32,1972.38,-56.05,6.66,1090.52,16.1993,7.98447,0.920217,35.79,-0.27,0.000227995,0.000227995,8.71,30.15,13.69,37.26,1.12,,0
316.12,-36.71,1081.12,1533.75,846.75,-40.18,1099.99,1482.8,609.5,-53.9,366,-27.9,126.71,430.14,45.8782,41.0908,21.4656,370.33,232.09,0.515492464,0.515492464,7.44,20.75,16.02,74.59,1.22,,0
1241,-11.52,1241.12,1394.25,1936.25,-13.11,1100.99,1394.17,1936.25,-13.11,1581,-11.21,118.12,641.61,36.1121,37.2593,17.9323,282.92,181.02,1.026060439,1.026060439,7.38,26.64,19.13,64.24,1.46,,1
714.38,-21.22,1437.25,2252.5,2041.88,-0.82,1148.9,1249.9,1784.62,-15.44,1722.25,-0.89,26.3,537.07,37.7271,35.939,17.0815,263.38,161.79,0.408976768,0.408976768,7.17,26.95,18.95,62.61,1.44,,1
3166.75,-121.58,1114.62,2254.5,3814.75,-131.13,1905.86,2254.56,2607.38,-245.82,3192.25,-7.42,39.59,980.27,36.6855,19.4805,5.14125,112.3,66.59,1.141551985,1.141551985,5.53,27.47,23.35,77.22,1.75,,1
4321.25,-61.07,807.38,1543.5,5256.25,-6.87,1185.69,1339.9,3432.88,-133.72,5256.25,-6.89,121.35,1026.81,39.9949,13.325,8.75783,13.06,1.07,0.036757725,0.036757725,5.91,27.7,24.37,82.02,2.06,,0
4453.5,-59.21,687.88,1484.75,5559.25,-3.59,1147.44,1232.15,3186.25,-148.47,5559.25,-3.59,125.71,701,46.3146,19.8795,7.86886,51.67,-0.16,-0.007217082,0,5.58,26.92,24.35,86.58,2.14,,0
3445.5,-41.46,743.88,1486.5,4699.5,-7.31,1236.32,1286.15,4021.38,-30.62,4209,-0.12,92.23,1363.06,38.6519,19.396,5.91008,28.58,4.85,0.13522118,0.13522118,5.69,27.67,25.42,87.54,1.65,,2
1613.38,-0.22,681.25,728.5,2046.25,-0.3,655.35,702.5,2046.25,-0.3,1706,-0.12,114.12,754.99,13.3954,24.83,4.05489,78.23,16.1,0.076476755,0.076476755,6.45,24.23,19.99,76.34,1.66,,0
1528.12,-72.28,1719.88,2373,1996.5,-32.3,1698.39,2136.47,708.25,-244.09,1996.5,-32.3,24.68,764.09,38.7847,28.8978,28.8766,425.69,272.04,0.752737461,0.752737461,7.2,25.7,14.35,50.94,1.52,,0
934,-17.36,977.38,1460.5,2484.88,-7.07,888.16,1766.35,1684.62,-42.32,797.56,-41.72,65.75,575.71,29.4754,36.9499,23.8972,281.8,254.18,1.192644448,1.192644448,5.63,24.55,23.08,90.67,1.92,,0
2270.38,-16.33,1432.62,1709,3045.12,-57.74,1424.53,1709.06,3045.12,-57.74,2330.25,-14.55,80.48,710.21,46.9636,33.3585,12.7118,193.01,83.94,0.846353258,0.846353258,6.96,28.75,21.44,64.55,1.98,,0
1800,-42.41,1287.62,1679.75,2081.75,-77.51,1421.23,1627.64,1572.5,-137.51,1919.75,-15.09,98.28,695.2,41.933,31.0153,25.3805,211.71,165.67,1.48467973,1.48467973,6.64,25.65,19.61,70.43,1.76,,0
937.12,-23.16,919.25,1642.5,2373.38,0.01,818.53,1642.28,2373.38,0.01,940.62,-28.41,68.3,405.36,47.5209,35.3606,16.6199,139.69,93.56,0.75048855,0.75048855,6.97,25.43,20.87,77.11,1.73,,0
1097.38,0,753.25,753.25,1628.25,-0.09,680.72,680.83,1439,-1.72,1280.62,0,134.83,379.97,43.4277,27.1968,7.66849,109.48,51.65,0.51147254,0.51147254,7.05,21.93,17.25,75.38,1.41,,1
1630.62,-6.44,765.62,1178.75,3009,-0.62,852.09,1178.83,3009,-0.63,1698.88,-2.48,81.12,428.22,48.6864,36.9217,24.6832,216.13,184.38,3.011423702,3.011423702,6.11,24.16,22.76,92.38,2,,1
1532.75,-15.4,767.38,1529.25,2253.25,-0.27,733.84,921.83,1713.5,-18.13,2253.12,-0.27,72.58,438.15,50.859,38.1984,23.1905,223.57,179.77,2.878951308,2.878951308,6.05,23.81,20.91,84.64,1.91,,1
1167.38,-8.49,784.88,1014.75,1567,-12.99,838.52,1014.76,653.5,-59.02,1181.12,-4.32,124.56,446.56,43.9388,29.5011,14.264,184.84,105.71,1.098106423,1.098106423,6.29,20.74,15.98,76.39,1.45,,0
972.25,-15.69,1012.88,1284.75,1477.12,-24.39,1050.55,1284.8,1399.75,-32.76,964.75,-12.31,73.75,439.8,49.431,28.5793,13.5281,183.64,116.08,0.917811402,0.917811402,6.48,22.8,18.2,76.24,1.54,,1
2661.25,-1.03,818.62,867.75,3286,-2.68,736.51,785.12,3286,-2.68,3082.25,-0.01,106.23,599.26,60.9273,38.0284,18.9403,94.3,11.95,0.381508199,0.381508199,5.94,27.18,22.32,74.34,2.04,,0
2774.25,-14.44,757.38,1306.5,3346.75,-17.77,707.85,1053.4,2590.5,-49.33,3197.88,-4.97,60.37,739.17,67.7636,43.7077,36.1891,404.7,353.32,13.75616498,13.75616498,5.69,25.99,22.41,80.81,1.92,,0
1431,-30.9,609.38,1977.5,1876.25,0.01,1451.85,1503.65,307.5,-202.23,1876.12,0,29.34,429.79,64.012,41.5114,26.7439,218.16,171.29,3.636555839,3.636555839,5.21,22.33,19.41,83.7,2.03,,1
2655.38,-23.69,915.25,2054,3425.5,-15.87,836.6,1570.9,3284,-19.42,3085.25,-7.03,23.99,559.04,60.6837,40.169,33.5372,394.32,321.53,9.366959479,9.366959479,6.04,27.78,23.13,76.57,1.79,,2
566.5,-29.42,544.5,2549,968.75,-0.01,1737.51,1843.86,556.25,-34.73,968.75,-0.01,7.95,161.13,67.2181,41.2056,19.8231,151.67,75.59,0.698250815,0.698250815,5.31,22.51,19.85,84.5,2.07,,0
2739,-10.95,854.88,1770.25,3586,-19.83,905.26,1770.36,3586,-19.83,2613.38,-14.1,28.91,535.13,66.1924,43.4741,32.2658,371.67,291.92,10.10098579,10.10098579,5.48,26.68,23.5,83.04,1.84,,2
2303.12,-14.08,771.88,1239,2580.25,-7.79,756.26,1088.36,2151.5,-45.33,2580.38,-7.79,68.18,401.2,68.0519,43.9462,31.3299,361.31,305.17,9.790124463,9.790124463,5.75,25.34,21.81,81.09,2.12,,2
2506.25,-13.61,720.25,1239.75,2817.5,-2.04,851.26,1088.86,2066.75,-56.42,2817.5,-2.04,79.15,369.38,66.5326,44.034,33.2743,362.42,307.92,10.95142596,10.95142596,5.71,25.3,21.75,80.72,2.03,,0
