ml_cape,ml_cin,ml_lcl,ml_lfc,mu_cape,mu_cin,mu_lcl,mu_lfc,sb_cape,sb_cin,best_cape,best_cin,cape0_3km,dn_cape,shr6,shr3,shr1,srh3,srh1,STP T03,STP T03 >0,lr0_3km,tmp_sfc,dwp_sfc,rh_sfc,pw,,magnitude
429.91,-41.83,645.5,7579.5,1076.5,-0.01,984.38,1032.75,271.75,-79.17,1076.5,-0.03,50.08,367.46,72.7818,44.7384,42.69,716.69,648.33,4.579564882,4.579564882,6.15,19.16,15.4,78.16,1.34,,1
130.09,-99.21,766.38,2670.75,746.88,-0.01,1188.12,1237.5,141.62,-117.36,746.81,-0.03,7.11,438.9,74.6913,41.1942,38.7987,583.27,536.83,1.072459403,1.072459403,6.08,18.04,14.74,79.7,1.21,,2
130.09,-99.21,766.38,2670.75,746.88,-0.01,1188.12,1237.5,141.62,-117.36,746.81,-0.03,7.11,438.9,74.6913,41.1942,38.7987,583.27,536.83,1.072459403,1.072459403,6.08,18.04,14.74,79.7,1.21,,2
84.72,-65.71,671,2706.75,244.38,-16.17,1638.25,2421.25,80.38,-77.99,244.38,-16.15,4.08,247.65,78.6838,47.5617,33.4615,451.13,419.69,0.619688768,0.619688768,6.21,16.65,13.21,79.71,1.18,,1
0,,750.5,,36.75,-53.98,1930.5,2701.5,30.25,-104.74,36.69,-53.96,0,232.62,81.4329,47.48,33.3796,429.55,396.08,0,0,6.11,15.86,12.62,80.46,1.04,,1
324.59,-18.76,550.75,1679.75,446.62,-1.38,1043.5,1223.16,137.88,-69.7,446.62,-1.42,48.88,468.14,81.0583,60.3672,50.4903,793.57,699.9,4.447958016,4.447958016,5.55,17.46,15.63,88.86,1.22,,0
324.59,-18.76,550.75,1679.75,446.62,-1.38,1043.5,1223.16,137.88,-69.7,446.62,-1.42,48.88,468.14,81.0583,60.3672,50.4903,793.57,699.9,4.447958016,4.447958016,5.55,17.46,15.63,88.86,1.22,,2
242.59,-14.19,736.38,1710,359.81,-0.09,1199.12,1298.41,267.44,-29.13,359.81,-0.11,38.06,491.64,77.8637,55.1411,42.7558,623.17,515.21,2.049544991,2.049544991,5.88,17.53,15.6,87.51,1.15,,0
108.28,-25.19,793,5823,333.62,0,1384.88,1435.41,210.56,-31.07,333.62,0.02,11.35,411.7,71.6206,53.0011,39.1843,581.04,455.84,0.711139257,0.711139257,5.83,17.04,15.04,87.05,1.15,,1
0.44,-148.87,808.25,4368,82,-21.13,1318,3388.85,0,-9999,82,-21.13,0,313.21,76.6027,54.065,41.4464,726.16,610.4,0.004086441,0.004086441,5.01,15.6,13.36,86.64,1.13,,1
0,,1034.62,,161.06,-17.63,1600.25,3108.1,0,-9999,161.09,-17.63,0,402.08,80.9349,58.7006,48.6928,810.1,699.99,0,0,5.15,17.45,14.35,81.93,1.1,,2
0,,997.38,,175.12,-16.72,1705.88,2994.6,28.88,-144.1,175.09,-16.69,0,496.74,79.6536,56.679,46.535,778.28,670.08,0,0,5.39,18.33,15.1,81.93,1.09,,1
273.84,-5.21,516.62,1628.25,315.75,-0.52,542.25,840.25,102.88,-66.14,315.75,-0.51,34.07,376.56,67.7945,63.0683,48.382,798.52,712.06,3.268203622,3.268203622,5.63,17.68,15.19,84.82,1.26,,2
0,,402.88,,0,,286.12,,0,-9999,0,,,,73.5555,63.2836,45.6006,637.59,550.06,0,0,5.6,15.31,14.52,95.89,1.21,,0
1.69,-179.47,988.38,2681.88,342.31,-0.02,1896,1948.25,0,-9999,342.31,-0.02,1.55,498.24,71.5243,52.012,40.3838,506.33,415.8,0.008474049,0.008474049,4.51,15.74,13.16,85.08,1.35,,0
0.94,-146.28,1004.12,2677.38,180.19,-2.02,1708.75,1971.5,0,-9999,180.19,-2.02,0.93,473.71,68.8998,49.7819,39.0982,530.67,412.49,0.004434197,0.004434197,5.18,18.2,14.46,78.09,1.33,,0
261.31,-14.65,568.62,6114,375.62,-0.43,573.88,5713.5,315.75,-6.8,375.62,-0.42,69.92,673.99,63.7483,52.6706,32.024,383.96,256.41,1.018974441,1.018974441,5.58,20.77,17.26,79.54,1.38,,0
754.38,-0.03,623.88,717.75,1212,0,520.5,581.5,1212,0.01,803.38,-0.11,113.44,721.18,64.8641,51.5889,32.5095,404.58,328.04,3.68151371,3.68151371,6.08,22.84,18.22,74.89,1.36,,0
679.25,-2.93,758.38,1123,1285.75,-0.98,976.12,1171.5,982,-7.55,593,-1.27,126.02,804.48,70.7039,49.2655,23.4962,209.7,142.18,1.413022171,1.413022171,6.15,22.23,18.73,80.45,1.44,,0
1352.19,-5.87,484.12,916.25,1493,-7.4,573.25,916.25,755.75,-40.1,1356.44,-3.94,153.36,757.51,56.0695,48.6694,23.4386,288.41,224.48,4.299873009,4.299873009,5.47,21.39,18.81,85.39,1.49,,0
118.88,-125.64,544.75,6041.5,606.75,0,1618.5,1669.75,238.88,-67.9,606.75,-0.01,1,566.48,49.8467,47.2332,31.9774,264.76,220.47,0.316869959,0.316869959,4.76,20.27,18.36,87.52,1.57,,0
323.12,-79.55,556.62,4020.25,726,-2.07,2173,2511,331.25,-79.28,725.94,-2.07,0,568.98,50.024,48.0879,32.6982,353.13,297.63,1.157306502,1.157306502,4.74,20.53,18.51,86.69,1.65,,1
662.34,-68.85,1089,1925.75,987,-78.44,1093.75,1822.38,485.03,-145.97,760.44,-57.77,50.95,962.19,59.29,32.3268,30.0873,258.89,223.63,1.333397463,1.333397463,6.24,20.86,15.84,72.81,0.99,,1
1340.16,-16.9,674.38,1223.5,1992.31,-0.36,575,1175.12,821.06,-51.45,1504.44,-13.21,127.56,881.78,58.5971,33.8975,33.0451,285.01,219.13,3.801915066,3.801915066,6.18,21.92,17.27,73.76,1.07,,0
924.25,-19.31,921.75,1369.88,1207,-13.71,876.5,1270.85,650.06,-78.78,1150.88,-9.29,119.65,675.15,57.4202,33.0716,21.56,186.61,124,1.182616848,1.182616848,6.52,20.25,15.48,73.49,1.14,,0
327.31,-3.66,463.5,1069.5,1052.31,0,566.62,1165.5,1052.31,-0.01,284.41,-6.69,89.71,192.32,41.8556,22.6085,18.8826,187.58,184.05,0.645698804,0.645698804,6.45,20.82,19.06,89.74,1.54,,1
310.56,-10.04,657.5,987,581.5,-6.95,613.38,892.85,548.25,-10.06,436.5,-3.84,78.53,297.48,37.5946,26.3517,26.3246,197.34,190.13,0.496689156,0.496689156,5.98,20.6,19.46,93.05,1.59,,1
325.25,-3.41,613.25,855.5,620.5,-1.93,540.75,763.1,598.12,-4.49,444.81,-0.52,65.34,290.14,40.5435,26.4671,22.7102,187.18,167.46,0.510383415,0.510383415,6.09,20.7,19.55,92.87,1.62,,0
351.19,-0.01,530.12,575.5,836.19,-0.03,489,625.25,550.19,-2.54,321.19,-3.1,144.76,244.36,42.2331,29.1784,20.6543,151.39,129.8,0.471628916,0.471628916,6.57,20.84,18.4,85.82,1.6,,0
420.38,0.01,476.88,476.88,741.19,-0.05,490.38,535.38,652.12,-1.54,351.81,0,141.4,221.25,40.8228,31.0842,25.892,188.31,168.06,0.73213651,0.73213651,6.39,20.7,18.96,90.17,1.67,,2
339,-0.4,451.62,504.5,796.94,-0.01,458.38,503.38,340.69,-10.31,367.38,-0.01,125.16,191.85,48.3102,32.971,29.295,138.77,129.87,0.548875287,0.548875287,6.23,19.88,18.09,90.31,1.66,,1
105.62,-143.48,537.5,6211.5,474.19,-4.86,1310.72,3666.38,217.31,-71.09,474.19,-4.88,0,196.33,62.7718,35.5659,23.9527,299.16,243.98,0.394284402,0.394284402,4.66,19.52,18.85,95.37,1.76,,0
86.12,-175.26,408.25,6179.75,549,-1.41,1227.09,3694.63,150.81,-135.07,549,-1.41,2.43,271.99,58.5019,34.7133,23.1174,291.71,216.17,0.288930256,0.288930256,4.6,19.16,18.63,96.9,1.7,,0
771.12,-54.16,677.5,1469.5,1499.75,-15.6,652.61,1176.94,149.94,-182.68,1499.75,-15.58,99.14,577.8,54.4309,44.1369,36.7077,383.15,347.84,3.21803998,3.21803998,5.77,16.9,15.44,90.54,1.16,,0
0,,415.5,,0,,307.38,,0,-9999,0,,,,45.897,42.657,30.6431,242.29,202.84,0,0,5.4,11.42,11,95.26,0.99,,0
765.12,-0.08,812.75,859.5,1174.88,-4.05,800.25,855.42,1174.88,-4.06,742.81,-1.31,98.82,476.88,62.9158,39.2833,28.1931,257.2,211.95,2.018894507,2.018894507,7.3,19.63,15.09,74.25,1.18,,0
614.78,-25.54,883.88,2080.38,828.06,-15.44,1244.14,1923.12,636.5,-68.52,695.12,-4.95,33.57,543.29,60.4503,43.7936,29.1631,327.68,275.61,1.905341392,1.905341392,6.14,16.34,14.81,89.62,1.06,,1
881.56,-12.01,850.88,1575,920.56,-14.73,993.52,1425.37,834.88,-43.08,913.44,-6.42,60.86,627.04,54.8395,37.2257,27.3994,301.26,250.05,2.31518849,2.31518849,6.78,18.65,14.5,76.76,1.1,,0
725.62,-14.17,883.62,1578.25,836.06,-12.75,1236.27,1578.24,778,-48.92,770.19,-1.67,39.77,585.95,60.3547,42.4423,28.4615,329.45,275.98,2.248840984,2.248840984,6.47,17.79,14.79,83.03,1.1,,0
967.78,-6.73,789.62,1632.5,1554.25,0,984.64,1683.12,1554.25,-0.02,946.69,-4.67,73.67,657.79,53.6612,33.9721,28.447,267.93,236.66,2.47931879,2.47931879,7.3,20.59,15.89,75.3,1.15,,0
1230,-4.11,735,991.62,1850.81,-0.03,645.44,1087.05,1814.75,-0.01,1206.56,-7.62,95.56,591.65,57.1278,41.5343,32.8703,349.38,305.3,4.522917754,4.522917754,6.97,19.6,16.51,83.07,1.16,,0
346.72,-46.02,921.12,2144.5,625.62,-39.1,1878.44,1930.05,625.62,-39.11,565.06,-0.06,34.41,456.46,51.3839,40.5875,23.7179,234.3,204.3,0.654479754,0.654479754,6.73,17.18,14.15,82.57,1.08,,1
1127.5,-11.92,702.12,1850.62,1583.5,-0.28,840.44,1008.42,1583.5,-0.29,1229.03,-1.81,97.6,603.28,58.9303,41.4105,32.9641,383.79,337.57,4.851793809,4.851793809,6.63,19.14,16.81,87.21,1.17,,0
102.06,-89.71,1089.25,2722.5,429.25,-30.49,1349.31,2127.05,429.25,-30.48,330.94,-15.31,3.39,359.84,57.6824,38.5095,25.3553,234.35,214.55,0.191723494,0.191723494,6.72,17.89,13.91,77.81,1.11,,0
1228.06,0.01,695.38,695.38,1495.56,0,680.44,726.42,1495.56,-0.01,1200.03,-0.06,99.72,593.75,51.6545,40.6107,30.6675,322.6,279.41,3.853918044,3.853918044,7.32,19.79,15.39,76.09,1.17,,0
781.06,-12.85,671.5,1344.75,990.25,-6.04,682.67,1102.52,515.38,-41.23,990.25,-6.01,54.62,531.08,55.2522,44.2513,40.2421,462.56,436.19,4.167925864,4.167925864,5.64,17.63,15.44,86.75,1.16,,0
429.19,-125.03,1207.38,2589.25,1296.38,-38,897.12,1933.72,419.88,-199.57,1117.12,-34.78,9.24,565.91,63.8563,40.4457,35.5899,315.26,272.56,0.98680023,0.98680023,5.93,15.91,13.44,85.23,0.82,,0
243.38,-38.65,878.38,2189.75,861.88,-1.42,905.12,2081,92.88,-138.48,305.06,-24.89,9.09,319.12,50.088,45.9672,34.327,394.61,352.09,0.802355368,0.802355368,5.99,16.07,11.53,76,0.74,,0
517.81,-21.19,804.75,1169.25,1154.38,-10.49,680.62,1929.75,989.88,-21,349.31,-53.96,56.88,310.08,45.8608,35.9091,34.1347,268.01,251.19,1.188288537,1.188288537,6.48,16.66,15.02,89.77,0.87,,1
1121.38,-30.68,549.12,1174.25,1605.75,-4.5,682,931.75,310.62,-166.78,1605.75,-4.53,120.25,576.05,46.6483,40.1824,34.6309,411.65,390.24,4.936289867,4.936289867,5.66,14.91,13.25,90.35,1.03,,1
1202.5,-16.72,629,2077,1347.75,-15.28,701.5,2077,1298.5,-22.74,1201.38,-14,42.72,810.33,55.2449,38.644,30.4751,273.92,250.83,3.807526717,3.807526717,5.2,21.72,21.01,97.1,1.49,,0
1553.25,-8.32,929.75,1160.75,2233.81,-4.21,780.5,1062.5,1668.19,-13.68,1687.38,-10.02,150.38,954.79,46.2945,36.5799,24.8473,206.61,167.82,2.152526283,2.152526283,7.42,20.19,14.48,69.28,0.77,,2
1553.25,-8.32,929.75,1160.75,2233.81,-4.21,780.5,1062.5,1668.19,-13.68,1687.38,-10.02,150.38,954.79,46.2945,36.5799,24.8473,206.61,167.82,2.152526283,2.152526283,7.42,20.19,14.48,69.28,0.77,,1
1543.94,-5.71,693.5,1031.75,1812.5,-1.71,604.12,983.5,1311.62,-12.96,1595.75,-6.2,236.73,717.57,33.8818,31.235,18.7806,162.04,112.86,1.285568147,1.285568147,7.49,19.85,13.68,67,0.83,,1
1323.5,-21.21,734,1416.25,1554.38,-9.05,773.38,1466.88,951.88,-66.65,1302.25,-21.76,175.76,818.98,41.5123,38.1331,17.6976,203.02,140.74,1.631551338,1.631551338,7.29,18.12,13.82,75.68,0.76,,2
1323.5,-21.21,734,1416.25,1554.38,-9.05,773.38,1466.88,951.88,-66.65,1302.25,-21.76,175.76,818.98,41.5123,38.1331,17.6976,203.02,140.74,1.631551338,1.631551338,7.29,18.12,13.82,75.68,0.76,,1
1003.56,-29.91,817.88,1571.38,1150.62,-9.2,1106.5,1417.5,879.25,-41.6,1150.62,-9.16,139.5,823.37,39.4902,39.5821,24.9368,214.23,171.8,1.341424241,1.341424241,7.68,19.01,12.58,65.89,0.71,,2
1566.88,-34.1,652.12,1575.25,1899.56,-15.35,932.88,1679,1745,-27.85,1448.5,-35.79,122.13,765.53,70.3837,53.7676,28.5243,257.79,190.67,4.72378558,4.72378558,6.67,19.67,16.89,84.81,0.78,,2
1503.69,-18.07,798.75,1430.5,2089.38,-1.24,725.62,1532.25,2025.06,-3.54,1401.56,-32.26,110.39,822.57,63.3466,48.154,26.702,278.37,204.97,3.908895614,3.908895614,6.79,20.58,17.28,82.51,0.73,,3
1423.38,-32.97,653.5,1821,1732.62,-9.12,697.12,1980,1432.69,-52.11,1300.5,-45.94,76.74,822.2,71.2148,52.0309,29.1324,300.09,217.93,4.957505953,4.957505953,6,18.56,16.86,89.07,0.76,,0
1252.06,-49.94,675.75,1972,1590.75,-22.41,989.25,1972,1160.88,-85.73,1258.69,-37.13,71.82,801.54,70.2711,52.153,29.7577,280.39,190.81,3.705286174,3.705286174,5.92,17.65,16.11,91.03,0.72,,1
1098.88,-44.46,851.88,1799.88,1227.5,-52.95,1078.75,1800,1122.5,-77.41,1123,-25.55,84.68,855.71,65.1863,48.3619,29.3594,348.35,280.12,3.839606779,3.839606779,6.12,18.29,16.8,90.09,0.81,,1
1264.94,-1.02,540.62,1610.25,1669.56,-0.01,472.5,563.33,1072.12,-26.8,1331.38,0,105.81,580.6,59.6875,42.4931,32.0114,324.45,331.39,6.085690391,6.085690391,5.69,18.45,17.81,96.32,0.95,,1
1310.09,-2.28,553.88,1431.75,1430.19,-0.15,465.88,666.75,683.75,-78.95,1364.69,-0.11,124.82,604.28,73.4695,40.7006,37.5858,378.29,386.48,8.965785046,8.965785046,5.4,18.1,17.19,94.5,0.99,,0
0,-9999,1542,-9999,637.06,-3.24,1486.75,-9999,637.06,-3.24,0,-998.98,0,305.72,40.8135,33.6414,28.2191,234.63,194.61,0,0,6.52,19.12,14.8,75.76,0.91,,1
0,-9999,1731.62,-9999,209.88,-28.23,1618.75,-9999,209.88,-28.23,0,-999,0,224.56,48.5613,42.4816,33.8542,391.77,308.16,0,0,6.07,16.72,14.92,90.46,0.96,,1
1158.88,-63.01,709.75,2358,1531.88,-10.54,942.26,2087.65,537.88,-216.98,1531.88,-10.55,40.89,703.72,50.6453,42.5105,45.9326,517.9,493.62,6.230070783,6.230070783,5.9,16.84,13.62,80.09,0.91,,2
897.06,-14.36,501.88,1317.12,1029.12,-11.36,557.5,1268.68,346.62,-78.54,912,-12.62,100.36,304.34,46.4081,38.7441,33.1936,273.69,237.91,2.472995515,2.472995515,6.2,17.76,15.27,84.36,1.38,,1
55.81,-77.38,1045,2137,1312.88,0.01,2105.7,3375.22,1312.88,-0.01,30.81,-2.06,3.2,333.47,62.8502,57.2496,44.9871,608.4,508.41,0.283847381,0.283847381,6.01,19.11,18.21,94.37,1.28,,1
74.81,-88.32,811.5,2170.88,883.38,-1.58,1948.83,1948.84,883.38,-1.58,191.19,0,27.25,374.91,56.463,48.555,37.0926,568.84,444.8,0.372165678,0.372165678,6.16,19.49,17.78,89.67,1.28,,0
112.56,-73.23,799.5,2081,869.94,0.01,1637.95,1925.09,869.94,-0.01,291.31,-5.38,27.36,354.94,59.6739,53.3652,40.3442,590.42,476.85,0.640857111,0.640857111,6.3,19.63,17.85,88.89,1.34,,1
0,,1339.88,-9999,100.25,-46.06,2112.05,2717.3,100.25,-46.06,38.25,-16.93,0,287.31,61.6786,48.021,39.5903,467.56,386.29,0,0,5.82,18.67,15.67,82.13,1.18,,0
0,,1278.75,-9999,1.88,-31.46,2059.18,2960.43,0,-9999,1.94,-31.46,0,248.28,62.7181,49.8122,40.227,506.29,406.48,0,0,5.64,17.77,14.69,82.21,1.16,,0
0,,1764.12,-9999,100.5,-79.18,1982.43,2677.8,100.5,-79.18,57.69,-20.68,0,389.97,58.7267,44.5272,38.093,388.5,327.07,0,0,6.2,19.7,14.8,72.38,1.09,,0
172,-57.71,789.12,2394.62,314.12,-9.42,1754,2178.66,307.12,-44.26,314.12,-9.42,15.55,584.44,46.0114,39.2156,31.2273,304.94,240.97,0.384863503,0.384863503,5.89,19.36,15.8,80.71,1.18,,1
139.44,-40.67,1169.88,2105.88,415.75,-27.76,1083.5,2211.42,375.38,-48.45,99.5,-75.75,38.23,300.9,54.045,45.172,38.6137,441.76,351.93,0.366934724,0.366934724,6.85,18.68,14.95,79.08,1.2,,0
550.5,-9.25,824.88,964.25,1039,-14.22,992.93,1040.49,503.12,-43.41,462.56,-0.17,104.18,435.65,57.9461,51.4252,41.098,493.2,412.05,2.574319348,2.574319348,5.59,18.69,16.12,84.21,1.29,,0
117.06,-74.41,747.38,5785.88,303.75,-12.77,711.93,6106.49,122.88,-94.16,94.81,-92.45,99.81,143.46,69.0615,45.5205,43.2122,342.76,327.88,0.553385206,0.553385206,5.68,15.83,12.81,83.19,1.06,,1
550.5,-9.25,824.88,964.25,1039,-14.22,992.93,1040.49,503.12,-43.41,462.56,-0.17,104.18,435.65,57.9461,51.4252,41.098,493.2,412.05,2.574319348,2.574319348,5.59,18.69,16.12,84.21,1.29,,0
996.81,-18.31,675.62,1046.25,1328.62,-16.09,751.93,951.99,1099.5,-30.69,1235.94,-6.56,77.64,842.37,45.997,44.9714,39.4303,421.92,398.38,4.031816742,4.031816742,6.19,19.9,18.02,88.91,1.24,,0
187.38,-19.39,828.5,3017.88,249.12,-2.11,984.05,1031.41,0,-270.54,248.44,-1.89,19.41,658.68,53.472,50.6769,43.081,536.64,484.46,0.947760556,0.947760556,4.95,16.84,14.55,86.41,1.24,,0
235.06,-20.42,730.5,1131,557.75,-5.73,766.42,940.79,0,-9999,551.12,-5.48,26.2,520.12,48.9182,46.1718,37.4131,473.92,395.16,0.961398924,0.961398924,4.89,16.59,14.51,87.11,1.32,,1
224.06,-55.56,1210.25,2366.38,647.38,-43.38,1566.88,1836.92,367.44,-97.32,336.62,-1.72,25.79,483.82,47.7161,43.4241,47.741,355.88,356.65,0.501891551,0.501891551,6.18,18.5,15.36,81.29,1.27,,1
168.31,-49.78,1012.75,2623.25,318.62,-54.32,2422.5,2477.46,195.88,-98.2,251.62,-0.16,7.66,284.8,47.8845,52.0513,47.2963,516.01,475.52,0.630593597,0.630593597,5.67,17.17,15.53,90.84,1.27,,0
1163.69,-46.07,824.25,1455.62,1519.19,-6.95,1145.75,1356.5,313.38,-199.62,1519.19,-6.95,111.8,516.54,44.4355,41.7891,45.3622,265.77,279.71,2.834256191,2.834256191,5.66,17.2,15.47,89.84,1.4,,1
274.31,-1.66,583.38,718.88,370.56,-1.08,595.12,674.49,243.19,-16.08,291.28,-0.81,88.86,213.22,29.3056,23.2938,13.891,130.56,97.29,0.184655641,0.184655641,6.82,11.31,8.63,84.66,0.68,,0
0,-9999,1190.75,-9999,0,-9999,1169.38,-9999,0,-9999,0,-999.01,-9999,-9999,83.9506,62.6774,49.2772,531.96,452.81,0,0,5.48,19.46,10.13,53.46,1.19,,0
327.83,-6.98,1032.75,1842.25,422.88,-6.37,882.12,1175.98,392.44,0.01,422.88,-6.39,48.91,488.77,44.3815,17.0621,8.1943,42.42,19.31,0.045291889,0.045291889,8.08,17.13,7.29,53.55,0.51,,0
275.2,-17.35,871.38,1243.38,575.22,-25.31,1051.12,1099.73,575.22,-25.3,336.12,0.01,40.18,527.88,43.6099,16.2236,11.5651,67.38,53.13,0.119941597,0.119941597,6.56,13.38,11.06,85.52,0.7,,0
275.2,-17.35,871.38,1243.38,575.22,-25.31,1051.12,1099.73,575.22,-25.3,336.12,0.01,40.18,527.88,43.6099,16.2236,11.5651,67.38,53.13,0.119941597,0.119941597,6.56,13.38,11.06,85.52,0.7,,0
0,-9999,632.88,-9999,0,-9999,573.25,-9999,0,-9999,0,-999.01,-9999,-9999,57.1465,32.2412,21.7913,159.78,119.65,0,0,6.82,5.84,4.1,87.76,0.45,,0
364.19,-153.22,697.38,2350.12,1361.75,-33.63,979.62,1924.61,22.19,-362.5,1361.75,-33.63,18.24,421.51,56.9032,42.8206,34.738,525.55,484.03,2.177727213,2.177727213,4.98,18.19,16.16,88.15,1.55,,1
208,-178.38,806.38,2743.62,511.38,-100.22,846.75,2194.86,8.94,-367.03,511.38,-100.22,1.76,556.57,60.859,43.8906,34.9927,485.39,449.15,1.131082773,1.131082773,4.77,18.19,16.2,88.2,1.49,,2
145.06,-5.24,649.25,1076,549.5,-0.01,678.11,932.71,549.5,0,251.56,-1.39,46.84,697.45,64.6585,47.552,33.6565,338.36,315.29,0.665743938,0.665743938,5.89,21.25,16.79,73.01,1.06,,0
288.88,-8.63,709.62,1436.88,667.25,0,900.25,1387.31,667.25,-0.01,305.25,-4.18,75.48,292.41,82.6382,32.5666,35.2191,155.25,153.5,0.788085028,0.788085028,6.62,18.58,15.26,81.94,1.05,,0
0,,883.62,-9999,36.25,-34.69,1679.12,2692.13,0,-9999,36.25,-34.69,0,215.09,88.2455,48.3937,33.6248,352.45,301.36,0,0,5.08,12.2,10.88,92.58,1.03,,1
0,,885.75,-9999,518.44,-0.09,1990.12,2224.03,28.31,-185.25,518.44,-0.05,0,411.35,61.0975,20.5488,29.5422,304.94,322.05,0,0,5.19,19.91,16.4,80.32,1.49,,0
279.97,-11.17,867,1390.38,481.12,0,1117.25,1166.38,291.62,-13.18,481.19,-0.02,79.84,289.59,68.1021,40.3781,21.985,231.68,160.37,0.577396025,0.577396025,6.8,18.54,12.3,65.79,1.09,,0
350.27,-1.55,445.62,1188.12,412.75,-0.02,965.88,1013.5,294,-6.93,412.69,-0.02,75.99,301.4,64.8246,47.7554,32.9556,137,108.28,0.636937743,0.636937743,6.09,14.81,12.84,86.82,0.94,,1
0,,1033.62,-9999,93,-0.01,1755.12,1806.38,0,-9999,93.03,0.01,0,273.28,69.0965,48.2678,49.0583,579.58,598.38,0,0,5.7,15.09,11.91,81.09,1.04,,1
287.19,-60.5,1134.38,2136.25,628.06,-41.43,1531.12,1926.75,6.31,-281.07,515,-10.16,51.62,344.14,60.8922,41.0588,31.2897,274.94,213.72,0.539202846,0.539202846,5.88,18.04,13.08,73.26,1.2,,1
656.81,-38.8,899.12,1552.25,775.12,-47.77,1331.14,1483.52,638.25,-69.39,683.75,-4.31,75.55,840.23,43.5121,35.434,42.3979,385.36,399.65,2.095648057,2.095648057,6.45,16.94,13.63,80.71,0.83,,0
773.81,-63.09,534.5,7873,1347,-16.69,1725.51,2353.33,340,-203.69,1347,-16.69,6.37,821.99,71.1643,44.9298,42.1984,664.08,583.49,7.848099662,7.848099662,5.28,19.22,16.19,82.12,1.23,,1
608.94,-84.38,570.75,2684.25,986.94,-16.31,1619.38,8677.5,70.38,-429.11,986.94,-16.29,5.88,723.44,70.9616,43.0972,39.6218,666.87,588.58,6.058433611,6.058433611,4.85,17.3,14.52,83.31,1.25,,2
477.75,-51.52,954.38,1579.25,579.56,-0.69,1432.12,1477.75,569.25,-81.48,579.56,-0.67,36.99,631.37,79.137,53.2968,46.898,565.75,539.27,3.553114233,3.553114233,5.73,19.44,16.22,80.29,1.19,,1
653.53,-9.9,715.75,1639,1022.31,-5.32,649.59,1535.53,518.75,-40.82,720.25,-7.6,69.8,579.5,74.6097,49.1904,50.145,625.15,640.06,6.680051849,6.680051849,6.07,18.32,15.75,84.25,1.24,,1
432.81,-6.6,645.88,1113.12,607.38,-5.05,648.62,1016.62,66,-123.98,460.31,-4.57,90.57,630.4,70.1394,52.5851,47.9832,730.23,615.75,4.218612699,4.218612699,5.55,17.91,14.82,82.7,1.28,,1
495.69,-13.49,530.38,1280,781.25,-0.6,629.25,8912.25,19.06,-275.2,781.25,-0.62,50.76,442.21,76.7015,56.9125,44.6486,570,483.87,4.506055274,4.506055274,5.38,18.75,15.18,81.63,1.56,,0
42.25,-40.82,784.12,3035.88,278.5,-8.8,1289.12,3035.8,232.56,-13.9,53.47,-8.61,0.54,491.84,88.6213,37.4674,31.2068,179.77,192.16,0.145803277,0.145803277,6.03,16.23,13.34,82.77,0.82,,1
37.81,-108.88,915.62,961,126.56,-44.21,905.38,996.57,116.62,-48.92,33.62,-115.24,37.17,127.03,70.2744,37.8524,9.59121,155.81,52.16,0.025047919,0.025047919,7.56,11.37,5.22,65.97,0.56,,0
1167.75,-105.67,891.12,2610,1878,-27.27,754.75,2330.31,636.44,-226.69,1878,-27.27,13.76,935.65,55.0023,35.4352,36.4367,455.36,428.89,5.091080299,5.091080299,5.96,20.86,15.69,72.05,1.13,,1
104.19,-1.84,918.5,964,552.75,0,892.53,937.8,300,-11.74,130.69,-0.52,65.18,99.8,53.1339,29.6949,12.4146,128.7,73.36,0.073203581,0.073203581,7.65,9.54,5.63,77.17,0.55,,0
1131.69,-15.46,1410.62,2745.75,1369.38,-1.59,1343.74,2515.2,832.38,-77.99,1369.44,-1.59,10.16,884.68,61.7588,38.3744,12.0644,174.38,78.61,0.539694842,0.539694842,7.28,23.66,12.93,51.9,1.09,,0
898.56,-25.6,1354.88,1504.25,1344.88,-36.86,1519,1569.47,827.5,-137.9,799.31,-3.5,47.67,760.75,69.6267,33.7168,10.7544,208.15,74.28,0.499670885,0.499670885,6.22,19.99,15.24,75.18,1.07,,0
898.56,-25.6,1354.88,1504.25,1344.88,-36.86,1519,1569.47,827.5,-137.9,799.31,-3.5,47.67,760.75,69.6267,33.7168,10.7544,208.15,74.28,0.499670885,0.499670885,6.22,19.99,15.24,75.18,1.07,,0
431.56,-56.85,1402,2968.75,677.12,-35.47,1488,2968.72,611,-85.18,389.88,-52.78,0.33,524.19,68.5605,39.9393,18.8108,221.59,145.4,0.428775045,0.428775045,6.75,22.24,13.98,60.26,0.89,,0
283.62,-72.55,1423.12,2301,403.94,-11.83,1756.42,2191.14,264.81,-184.42,403.94,-11.83,8.61,491.26,64.5221,46.5919,24.8248,317.55,235.84,0.414951219,0.414951219,5.84,19.05,14.7,76.31,1.09,,0
576.38,-128.86,1073.75,3088,1129.94,-83.9,913.17,3268.89,1110.81,-87.99,335.44,-202.31,0,712.48,60.9294,44.4037,26.2119,331.26,261.39,1.417104064,1.417104064,5.71,20.27,16.73,79.82,0.94,,1
1147.44,-64.58,854.62,2689.75,1787.44,-35.87,1045.35,2689.85,793.06,-165.28,1155.5,-46.86,7.69,592.33,59.4362,45.9961,29.7639,376.1,335.32,4.365548559,4.365548559,5.29,19.15,16.86,86.08,1.21,,2
